Country,1 category,2 category,Product,Year,Income in USD
Sri Lanka,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,366962,24
Sri Lanka,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Sri Lanka,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Sri Lanka,No minero,Frutas y frutos ,Manzanas,2020,30482
Sri Lanka,No minero,Frutas y frutos ,Nueces de nogal,2020,244265,08
Sri Lanka,No minero,Otros productos relevantes,Nitratos de potasio,2020,0
Sri Lanka,No minero,Otros productos relevantes,Neumáticos,2020,0
Sri Lanka,No minero,Otros alimentos,Resto Otros alimentos,2020,0
Sri Lanka,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,0
Sri Lanka,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,2121,63
Sri Lanka,Minero,Minería,Cobre,2020,0
Sri Lanka,Minero,Minería,Resto Minería,2020,0
Jordania,No minero,Forestales y sus derivados,Celulosa,2020,6300395,21
Jordania,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Jordania,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Jordania,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,60
Jordania,No minero,Frutas y frutos ,Uvas ,2020,574638,89
Jordania,No minero,Frutas y frutos ,Peras,2020,430108,05
Jordania,No minero,Frutas y frutos ,Kiwis,2020,265317,72
Jordania,No minero,Frutas y frutos ,Manzanas,2020,246198,04
Jordania,No minero,Frutas y frutos ,Ciruelas,2020,169115,43
Jordania,No minero,Frutas y frutos ,Frutillas,2020,0
Jordania,No minero,Resto No minería,Resto No minería,2020,475707,15
Jordania,No minero,Vitivinícola,Vinos,2020,245700,1
Jordania,No minero,Vitivinícola,Vinos espumosos,2020,1300
Jordania,No minero,Productos del mar,Salmones y truchas,2020,372709,77
Jordania,No minero,Productos del mar,Bacalaos,2020,61825
Jordania,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,10679,09
Jordania,No minero,Productos del mar,Resto Productos del mar,2020,4489,61
Jordania,No minero,Otros productos relevantes,Medicamentos,2020,141135,99
Jordania,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Jordania,No minero,Otros alimentos,Granos de avena,2020,8540
Jordania,No minero,Otros alimentos,Resto Otros alimentos,2020,0
Jordania,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,185,86
Rumania,No minero,Resto No minería,Resto No minería,2020,3541921,41
Rumania,No minero,Frutas y frutos ,Nueces de nogal,2020,105728,9
Rumania,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,101312,91
Rumania,No minero,Frutas y frutos ,Peras,2020,267206,12
Rumania,No minero,Frutas y frutos ,Kiwis,2020,216841,56
Rumania,No minero,Frutas y frutos ,Uvas ,2020,295916,21
Rumania,No minero,Frutas y frutos ,Ciruelas,2020,90202,58
Rumania,No minero,Frutas y frutos ,Limones,2020,136597,3
Rumania,No minero,Frutas y frutos ,Arándanos,2020,38353,92
Rumania,No minero,Frutas y frutos ,Manzanas,2020,50368,5
Rumania,No minero,Frutas y frutos ,Cerezas,2020,0
Rumania,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,0
Rumania,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,888947,08
Rumania,No minero,Productos del mar,Salmones y truchas,2020,888532,76
Rumania,No minero,Productos del mar,Resto Productos del mar,2020,0
Rumania,No minero,Productos del mar,Jureles,2020,0
Rumania,No minero,Otros productos relevantes,Óxidos e hidróxidos de molibdeno,2020,185533,09
Rumania,No minero,Otros productos relevantes,Semillas para siembra,2020,28791,19
Rumania,No minero,Otros alimentos,Resto Otros alimentos,2020,889153,3
Rumania,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Rumania,No minero,Vitivinícola,Vinos,2020,211868,67
Rumania,No minero,Vitivinícola,Mostos de uva,2020,0
Rumania,No minero,Vitivinícola,Vinos espumosos,2020,0
Rumania,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,154540,52
Rumania,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,120320,9
Rumania,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Rumania,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,46916,36
Cambodia,No minero,Resto No minería,Resto No minería,2020,6182356
Cambodia,No minero,Vitivinícola,Vinos,2020,918467,88
Cambodia,No minero,Vitivinícola,Vinos espumosos,2020,1663,76
Cambodia,No minero,Vitivinícola,Mostos de uva,2020,0
Cambodia,No minero,Frutas y frutos ,Cerezas,2020,371470,86
Cambodia,No minero,Frutas y frutos ,Uvas ,2020,41025,6
Cambodia,No minero,Frutas y frutos ,Manzanas,2020,0
Cambodia,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,0
Cambodia,No minero,Productos del mar,Bacalaos,2020,0
Cambodia,No minero,Productos del mar,Salmones y truchas,2020,0
Cambodia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,300
Cambodia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,400
Cambodia,No minero,Otros productos relevantes,Abonos,2020,0
Cambodia,No minero,Otros productos relevantes,Nitratos de potasio,2020,0
Cambodia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,1080,5
Cambodia,Minero,Minería,Minerales de cobre y sus concentrados,2020,0
Mozambique,No minero,Resto No minería,Resto No minería,2020,9313007,31
Mozambique,No minero,Vitivinícola,Vinos,2020,231364,96
Mozambique,No minero,Vitivinícola,Mostos de uva,2020,0
Mozambique,No minero,Productos del mar,Jureles,2020,566730
Mozambique,No minero,Forestales y sus derivados,Celulosa,2020,15844,6
Mozambique,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Mozambique,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Mozambique,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Kuwait,No minero,Frutas y frutos ,Manzanas,2020,2738371,74
Kuwait,No minero,Frutas y frutos ,Nueces de nogal,2020,1611357,01
Kuwait,No minero,Frutas y frutos ,Uvas ,2020,612028,83
Kuwait,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,487562,07
Kuwait,No minero,Frutas y frutos ,Kiwis,2020,381434,56
Kuwait,No minero,Frutas y frutos ,Peras,2020,54944,12
Kuwait,No minero,Frutas y frutos ,Ciruelas,2020,61456,62
Kuwait,No minero,Frutas y frutos ,Arándanos,2020,64339,4
Kuwait,No minero,Frutas y frutos ,Frambuesas y moras,2020,64980
Kuwait,No minero,Frutas y frutos ,Frutillas,2020,22680
Kuwait,No minero,Frutas y frutos ,Cerezas,2020,5502,58
Kuwait,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,340850,42
Kuwait,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,126309,06
Kuwait,No minero,Resto No minería,Resto No minería,2020,99642,72
Kuwait,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,42089,41
Kuwait,No minero,Productos del mar,Salmones y truchas,2020,0
Kuwait,No minero,Otros alimentos,Resto Otros alimentos,2020,92422
Kuwait,No minero,Otros alimentos,Hortalizas y tubérculos,2020,18615
Kuwait,No minero,Otros alimentos,Miel,2020,0
Kuwait,No minero,Otros productos relevantes,Nitratos de potasio,2020,33603,94
Kuwait,No minero,Vitivinícola,Vinos,2020,0
Kuwait,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,165,52
Hungría,No minero,Otros productos relevantes,Óxidos e hidróxidos de molibdeno,2020,0
Hungría,No minero,Otros productos relevantes,Semillas para siembra,2020,48151,12
Hungría,No minero,Frutas y frutos ,Ciruelas,2020,1499320,45
Hungría,No minero,Frutas y frutos ,Uvas ,2020,269089,33
Hungría,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,0
Hungría,No minero,Frutas y frutos ,Nueces de nogal,2020,1197,96
Hungría,No minero,Resto No minería,Resto No minería,2020,1797703,39
Hungría,No minero,Vitivinícola,Vinos,2020,170435,2
Hungría,No minero,Vitivinícola,Vinos espumosos,2020,0
Hungría,No minero,Otros alimentos,Resto Otros alimentos,2020,127386,55
Hungría,No minero,Otros alimentos,Tomates preprarados o conservados,2020,0
Hungría,No minero,Otros alimentos,Aceites de oliva,2020,0
Hungría,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,14491,83
Hungría,No minero,Productos del mar,Algas,2020,19857
Hungría,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Hungría,Minero,Minería,Minerales de molibdeno y sus concentrados,2020,0
Hungría,Minero,Minería,Resto Minería,2020,20868,19
Kazajstán,No minero,Productos del mar,Salmones y truchas,2020,5127881,13
Kazajstán,No minero,Resto No minería,Resto No minería,2020,1032525,87
Kazajstán,No minero,Frutas y frutos ,Nueces de nogal,2020,986192,76
Kazajstán,No minero,Frutas y frutos ,Uvas ,2020,686665,11
Kazajstán,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,58673,36
Kazajstán,No minero,Frutas y frutos ,Arándanos,2020,0
Kazajstán,No minero,Frutas y frutos ,Cerezas,2020,0
Kazajstán,No minero,Vitivinícola,Vinos,2020,190897,4
Kazajstán,No minero,Vitivinícola,Vinos espumosos,2020,0
Kazajstán,No minero,Otros productos relevantes,Medicamentos,2020,46178,25
Kazajstán,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,133193,16
Kazajstán,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Kazajstán,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Kazajstán,No minero,Otros alimentos,Resto Otros alimentos,2020,0
Kazajstán,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,5550,2
Irán,No minero,Forestales y sus derivados,Celulosa,2020,0
Irán,No minero,Resto No minería,Resto No minería,2020,609280,7
Irán,No minero,Otros productos relevantes,Medicamentos,2020,547827,65
Irán,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,1,15
Camerún,No minero,Resto No minería,Resto No minería,2020,745
Camerún,No minero,Productos del mar,Jureles,2020,5620571
Camerún,No minero,Vitivinícola,Vinos,2020,183414
Camerún,No minero,Otros alimentos,Resto Otros alimentos,2020,54584
Camerún,No minero,Frutas y frutos ,Uvas ,2020,0
Camerún,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,3946,5
Camerún,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,955,39
Burkina Faso,No minero,Productos del mar,Jureles,2020,8299686,5
Burkina Faso,No minero,Resto No minería,Resto No minería,2020,8687,56
Burkina Faso,No minero,Vitivinícola,Vinos,2020,104015,17
Burkina Faso,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,2054,5
Libano,No minero,Frutas y frutos ,Nueces de nogal,2020,272928,87
Libano,No minero,Frutas y frutos ,Uvas ,2020,110840
Libano,No minero,Frutas y frutos ,Kiwis,2020,154716
Libano,No minero,Frutas y frutos ,Peras,2020,197733,52
Libano,No minero,Frutas y frutos ,Ciruelas,2020,20000
Libano,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,0
Libano,No minero,Frutas y frutos ,Manzanas,2020,0
Libano,No minero,Frutas y frutos ,Cerezas,2020,0
Libano,No minero,Productos del mar,Salmones y truchas,2020,955163,54
Libano,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,17630,43
Libano,No minero,Resto No minería,Resto No minería,2020,420093,88
Libano,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,265021,6
Libano,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,1612,95
Libano,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Libano,No minero,Vitivinícola,Vinos,2020,71772,5
Libano,No minero,Vitivinícola,Vinos espumosos,2020,25280
Libano,No minero,Otros alimentos,Resto Otros alimentos,2020,46800
Libano,No minero,Otros alimentos,Granos de avena,2020,35360
Libano,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Libano,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,17959,69
Libano,No minero,Otros productos relevantes,Semillas para siembra,2020,0
Malta,No minero,Otros productos relevantes,Medicamentos,2020,1131257,49
Malta,No minero,Vitivinícola,Vinos,2020,879115,6
Malta,No minero,Vitivinícola,Vinos espumosos,2020,347,27
Malta,No minero,Resto No minería,Resto No minería,2020,1497897,67
Malta,No minero,Frutas y frutos ,Manzanas,2020,197519,04
Malta,No minero,Frutas y frutos ,Uvas ,2020,84381,75
Malta,No minero,Frutas y frutos ,Nueces de nogal,2020,77666,66
Malta,No minero,Frutas y frutos ,Ciruelas,2020,2401,03
Malta,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,6264,88
Malta,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,0
Malta,No minero,Productos del mar,Jureles,2020,0
Malta,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,353,8
Malta,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Haití,No minero,Otros alimentos,Tomates preprarados o conservados,2020,3195732,77
Haití,No minero,Otros alimentos,Resto Otros alimentos,2020,608877,65
Haití,No minero,Otros alimentos,Granos de avena,2020,34600
Haití,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Haití,No minero,Resto No minería,Resto No minería,2020,925891,9
Haití,No minero,Vitivinícola,Vinos,2020,459635,8
Haití,No minero,Vitivinícola,Vinos espumosos,2020,95335,7
Haití,No minero,Otros productos relevantes,Medicamentos,2020,164893,56
Haití,No minero,Otros productos relevantes,Neumáticos,2020,0
Haití,No minero,Otros productos relevantes,Metanol,2020,0
Haití,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,131212,43
Haití,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,41394,03
Haití,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,10
Haití,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,373,75
Haití,No minero,Productos del mar,Jureles,2020,0
Haití,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,0
Haití,No minero,Frutas y frutos ,Paltas,2020,0
Chipre,No minero,Frutas y frutos ,Nueces de nogal,2020,510211,99
Chipre,No minero,Frutas y frutos ,Manzanas,2020,82146,24
Chipre,No minero,Frutas y frutos ,Ciruelas,2020,29797
Chipre,No minero,Frutas y frutos ,Uvas ,2020,13639,53
Chipre,No minero,Frutas y frutos ,Peras,2020,49501,37
Chipre,No minero,Frutas y frutos ,Kiwis,2020,37840
Chipre,No minero,Frutas y frutos ,Cerezas,2020,0
Chipre,No minero,Vitivinícola,Vinos,2020,597902,49
Chipre,No minero,Vitivinícola,Vinos espumosos,2020,2290,61
Chipre,No minero,Vitivinícola,Mostos de uva,2020,0
Chipre,No minero,Productos del mar,Salmones y truchas,2020,652739,22
Chipre,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,148351
Chipre,No minero,Productos del mar,Grasas y aceites de pescado,2020,0
Chipre,No minero,Productos del mar,Jureles,2020,0
Chipre,No minero,Otros alimentos,Carnes de ave,2020,149423,3
Chipre,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,0
Chipre,No minero,Otros alimentos,Resto Otros alimentos,2020,106096,8
Chipre,No minero,Otros alimentos,Carnes de porcino,2020,0
Chipre,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,156859,72
Chipre,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,102301,2
Chipre,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,397,79
Chipre,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,202,42
Chipre,No minero,Resto No minería,Resto No minería,2020,96382,05
Chipre,Minero,Minería,Sal gema, sal de salinas y sal marina,2020,1042285
Iraq,No minero,Frutas y frutos ,Uvas ,2020,3315981,67
Iraq,No minero,Frutas y frutos ,Nueces de nogal,2020,0
Iraq,No minero,Frutas y frutos ,Ciruelas,2020,90559,58
Iraq,No minero,Vitivinícola,Vinos,2020,249157,26
Iraq,No minero,Resto No minería,Resto No minería,2020,14751,13
Iraq,No minero,Otros productos relevantes,Medicamentos,2020,131821,2
Iraq,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,3250
Iraq,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Iraq,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Angola,No minero,Productos del mar,Jureles,2020,301525
Angola,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,0
Angola,No minero,Resto No minería,Resto No minería,2020,230
Angola,No minero,Otros alimentos,Carnes de ave,2020,115649,99
Angola,No minero,Otros alimentos,Carnes de porcino,2020,0
Angola,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Angola,No minero,Vitivinícola,Vinos,2020,41336,9
Angola,No minero,Frutas y frutos ,Uvas ,2020,0
Angola,No minero,Otros productos relevantes,Semillas para siembra,2020,0
Angola,No minero,Otros productos relevantes,Medicamentos,2020,172,5
Angola,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Islandia,No minero,Vitivinícola,Vinos,2020,1687478,26
Islandia,No minero,Vitivinícola,Vinos espumosos,2020,6564,52
Islandia,No minero,Vitivinícola,Mostos de uva,2020,0
Islandia,No minero,Productos del mar,Grasas y aceites de pescado,2020,0
Islandia,No minero,Productos del mar,Salmones y truchas,2020,0
Islandia,No minero,Productos del mar,Bacalaos,2020,0
Islandia,No minero,Productos del mar,Jureles,2020,0
Islandia,No minero,Productos del mar,Resto Productos del mar,2020,0
Islandia,No minero,Resto No minería,Resto No minería,2020,260415,01
Islandia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Islandia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Islandia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Islandia,No minero,Frutas y frutos ,Cerezas,2020,0
Islandia,No minero,Frutas y frutos ,Arándanos,2020,0
Islandia,No minero,Frutas y frutos ,Manzanas,2020,0
Islandia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,42065,63
Islandia,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,0
Islandia,No minero,Otros alimentos,Resto Otros alimentos,2020,118,96
Eslovenia,No minero,Frutas y frutos ,Nueces de nogal,2020,1192267,8
Eslovenia,No minero,Frutas y frutos ,Ciruelas,2020,167972
Eslovenia,No minero,Frutas y frutos ,Uvas ,2020,0
Eslovenia,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,0
Eslovenia,No minero,Vitivinícola,Vinos,2020,208375,62
Eslovenia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,156466
Eslovenia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,1014,89
Eslovenia,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,148006
Eslovenia,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Eslovenia,No minero,Otros alimentos,Resto Otros alimentos,2020,1367
Eslovenia,No minero,Resto No minería,Resto No minería,2020,20288,34
Eslovenia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,6058,93
Eslovenia,No minero,Otros productos relevantes,Medicamentos,2020,2527,45
Eslovenia,Minero,Minería,Resto Minería,2020,0
Eslovenia,Minero,Minería,Minerales de molibdeno y sus concentrados,2020,213354,99
Territorio Holandés en América,No minero,Resto No minería,Resto No minería,2020,60535,97
Territorio Holandés en América,No minero,Productos del mar,Salmones y truchas,2020,375056,68
Territorio Holandés en América,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,1259,5
Territorio Holandés en América,No minero,Productos del mar,Moluscos,2020,929,1
Territorio Holandés en América,No minero,Vitivinícola,Vinos,2020,54174
Territorio Holandés en América,No minero,Vitivinícola,Vinos espumosos,2020,0
Territorio Holandés en América,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,24988,28
Territorio Holandés en América,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,321,29
Territorio Holandés en América,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,47521,79
Territorio Holandés en América,No minero,Otros alimentos,Resto Otros alimentos,2020,58955,96
Territorio Holandés en América,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,0
Territorio Holandés en América,No minero,Otros alimentos,Aceites de oliva,2020,0
Territorio Holandés en América,No minero,Frutas y frutos ,Ciruelas,2020,0
Territorio Holandés en América,No minero,Frutas y frutos ,Naranjas,2020,0
Territorio Holandés en América,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Tunez,No minero,Frutas y frutos ,Uvas ,2020,735909,54
Tunez,No minero,Frutas y frutos ,Nueces de nogal,2020,766864,88
Tunez,No minero,Frutas y frutos ,Kiwis,2020,39600
Tunez,No minero,Frutas y frutos ,Ciruelas,2020,56346,4
Tunez,No minero,Resto No minería,Resto No minería,2020,551884,8
Tunez,No minero,Forestales y sus derivados,Celulosa,2020,0
Tunez,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,44724,97
Tunez,No minero,Otros productos relevantes,Nitratos de potasio,2020,0
Tunez,No minero,Otros productos relevantes,Medicamentos,2020,0
Tunez,No minero,Vitivinícola,Vinos,2020,12166,02
Tunez,No minero,Productos del mar,Algas,2020,3000
Tunez,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,473,09
Antillas Neerlandesas,No minero,Vitivinícola,Vinos,2020,128806,51
Antillas Neerlandesas,No minero,Vitivinícola,Vinos espumosos,2020,0
Antillas Neerlandesas,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,2327486,69
Antillas Neerlandesas,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,116544,44
Antillas Neerlandesas,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Antillas Neerlandesas,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Antillas Neerlandesas,No minero,Frutas y frutos ,Naranjas,2020,59319
Antillas Neerlandesas,No minero,Frutas y frutos ,Nueces de nogal,2020,19774,48
Antillas Neerlandesas,No minero,Frutas y frutos ,Ciruelas,2020,35884,77
Antillas Neerlandesas,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,11256,24
Antillas Neerlandesas,No minero,Frutas y frutos ,Uvas ,2020,30579,23
Antillas Neerlandesas,No minero,Frutas y frutos ,Frambuesas y moras,2020,0
Antillas Neerlandesas,No minero,Frutas y frutos ,Arándanos,2020,0
Antillas Neerlandesas,No minero,Frutas y frutos ,Frutillas,2020,0
Antillas Neerlandesas,No minero,Otros alimentos,Resto Otros alimentos,2020,89032,48
Antillas Neerlandesas,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,46166,75
Antillas Neerlandesas,No minero,Productos del mar,Salmones y truchas,2020,0
Antillas Neerlandesas,No minero,Resto No minería,Resto No minería,2020,17187,74
Barbados,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,1002052,97
Barbados,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,219841,87
Barbados,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Barbados,No minero,Otros alimentos,Resto Otros alimentos,2020,350180,03
Barbados,No minero,Otros alimentos,Leche y otros productos lácteos,2020,0
Barbados,No minero,Vitivinícola,Vinos,2020,440862,79
Barbados,No minero,Vitivinícola,Vinos espumosos,2020,7400
Barbados,No minero,Resto No minería,Resto No minería,2020,36477,9
Barbados,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,86802
Barbados,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,43807,09
Barbados,No minero,Frutas y frutos ,Ciruelas,2020,0
Libia,No minero,Frutas y frutos ,Manzanas,2020,1319513,94
Libia,No minero,Frutas y frutos ,Peras,2020,600216,1
Libia,No minero,Frutas y frutos ,Uvas ,2020,396972,02
Libia,No minero,Frutas y frutos ,Kiwis,2020,197852
Libia,No minero,Frutas y frutos ,Nueces de nogal,2020,351782
Libia,No minero,Frutas y frutos ,Ciruelas,2020,0
Libia,No minero,Resto No minería,Resto No minería,2020,0
Mauricio,No minero,Resto No minería,Resto No minería,2020,48546,59
Mauricio,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,504508,08
Mauricio,No minero,Vitivinícola,Vinos,2020,58451,9
Mauricio,No minero,Frutas y frutos ,Uvas ,2020,0
Mauricio,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,1046,15
Mauricio,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Mauricio,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,16247,11
Mauricio,No minero,Otros productos relevantes,Medicamentos,2020,0
Mauritania,No minero,Resto No minería,Resto No minería,2020,1741596,13
Mauritania,No minero,Otros productos relevantes,Abonos,2020,0
Mauritania,No minero,Frutas y frutos ,Manzanas,2020,13622
Mauritania,No minero,Frutas y frutos ,Uvas ,2020,30780
Mauritania,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,2111,2
Mauritania,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Mauritania,No minero,Vitivinícola,Mostos de uva,2020,0
Guyana,No minero,Otros alimentos,Resto Otros alimentos,2020,1130621,24
Guyana,No minero,Otros alimentos,Cecinas y embutidos,2020,0
Guyana,No minero,Otros alimentos,Carnes de ave,2020,0
Guyana,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Guyana,No minero,Otros alimentos,Aceites de oliva,2020,0
Guyana,No minero,Resto No minería,Resto No minería,2020,564823,07
Guyana,No minero,Vitivinícola,Vinos,2020,81930
Guyana,No minero,Vitivinícola,Vinos espumosos,2020,0
Guyana,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,59143,83
Guyana,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Guyana,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Guyana,No minero,Frutas y frutos ,Uvas ,2020,0
Guyana,No minero,Frutas y frutos ,Manzanas,2020,0
Guyana,No minero,Frutas y frutos ,Peras,2020,0
Guyana,No minero,Frutas y frutos ,Ciruelas,2020,0
Guyana,No minero,Frutas y frutos ,Kiwis,2020,0
Guyana,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,0
Guyana,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,43276
Guyana,No minero,Otros productos relevantes,Neumáticos,2020,0
Guyana,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,3000
Guyana,Minero,Minería,Resto Minería,2020,0
Guyana,Minero,Minería,Plata,2020,0
Surinam,No minero,Resto No minería,Resto No minería,2020,1074451,59
Surinam,No minero,Otros alimentos,Resto Otros alimentos,2020,189613,3
Surinam,No minero,Vitivinícola,Vinos,2020,99058,67
Surinam,No minero,Vitivinícola,Vinos espumosos,2020,0
Surinam,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,510
Surinam,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,110
Surinam,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,325
